SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,lat,lon
CHATSWORTH,8,Theft,7,Theft:7; Hijack:1,May,Friday,20,1252162.9,156520.36,0,0.02857142857142857,0.11686617372896492,0.0727,-29.9176727,30.8936758
VILLIERIA,13,Theft,11,Theft:11; Stolen and recovered:1; Burglary:1,December,Tuesday,16,757333.08,58256.39,0,0.0761904761904762,0.06928505830178704,0.0727,-25.7103596,28.2342433
WITPOORTJIE,14,Theft,14,Theft:14,November,Monday,8,652964.1,46640.29,0,0.08571428571428572,0.05924929997906345,0.0725,-26.1394444,27.8322222
KYALAMI AH,17,Theft,16,Theft:16; Armed Robbery:1,April,Friday,0,353148.44,20773.44,0,0.11428571428571428,0.030420068294248016,0.0724,-25.8010376,27.9673203
ATLASVILLE,11,Theft,11,Theft:11,April,Wednesday,13,948252.93,86204.81,0,0.05714285714285714,0.08764324742666535,0.0724,-26.1504144,28.2866129
DOUGLASDALE,10,Theft,10,Theft:10,June,Friday,4,1042745.14,104274.51,0,0.047619047619047616,0.0967292898785514,0.0722,-26.0388889,27.995
VERWOERDPARK,7,Theft,5,Theft:5; Hijack:2,December,Tuesday,4,1335054.72,190722.1,0,0.01904761904761905,0.12483676300224043,0.0719,-26.2722222,28.1441667
PARYS,10,Theft,9,Theft:9; Hijack:1,February,Sunday,0,985293.33,98529.33,0,0.047619047619047616,0.09120492353557252,0.0694,-26.904354,27.456125
SONSTRAAL HEIGHTS,12,Theft,12,Theft:12,July,Thursday,17,787282.23,65606.85,0,0.06666666666666667,0.07216486446038893,0.0694,-33.8429446,18.6784432
TSAKANE,5,Theft,4,Theft:4; Hijack:1,July,Monday,21,1477946.57,369486.64,1,0.0,0.13857674659589894,0.0693,-26.3569444,28.3716667
PAROW,14,Theft,12,Theft:12; Hijack:1; Armed Robbery:1,November,Friday,11,576976.89,41212.64,0,0.08571428571428572,0.051942634002467285,0.0688,-33.9025,18.5869444
MONTFORD,11,Theft,11,Theft:11,November,Saturday,10,871331.6,79211.96,0,0.05714285714285714,0.08024675971793745,0.0687,-29.9236187,30.8742845
PINETOWN,9,Theft,9,Theft:9,February,Tuesday,11,1064583.76,118287.08,0,0.0380952380952381,0.09882921566513854,0.0685,-29.8142716,30.8581865
JANSEN PARK,5,Theft,5,Theft:5,November,Friday,17,1456276.96,291255.39,0,0.0,0.13649307222342089,0.0682,-25.8570143,28.2083294
NEWTON PARK,13,Theft,12,Theft:12; Burglary:1,January,Wednesday,17,655330.88,50410.07,0,0.0761904761904762,0.059476881316766046,0.0678,-33.9455556,25.565
MOOINOOI,9,Theft,9,Theft:9,March,Wednesday,15,1049602.63,116622.51,0,0.0380952380952381,0.09738868227982324,0.0677,-25.746944,27.556389
DALPARK,7,Theft,7,Theft:7,September,Saturday,18,1246914.01,178130.57,0,0.01904761904761905,0.11636145871208385,0.0677,-26.2486111,28.3072222
VAALPARK,6,Theft,5,Theft:5; Hijack:1,April,Friday,3,1346836.41,224472.74,0,0.009523809523809525,0.12596964935863914,0.0677,-26.7755556,27.8488889
HYDE PARK,10,Theft,9,Theft:9; Armed Robbery:1,May,Friday,8,947311.38,105256.82,1,0.047619047619047616,0.08755271125156082,0.0676,-26.1197222,28.0397222
BOSKRUIN,13,Theft,13,Theft:13,February,Friday,1,586409.89,45108.45,0,0.0761904761904762,0.05284967849268125,0.0645,-26.0866887,27.951404
MEREBANK EAST,9,Theft,8,Theft:8; Hijack:1,April,Friday,9,974288.75,108254.31,0,0.0380952380952381,0.09014676137548361,0.0641,-29.9435851,30.9588531
MELKBOSSTRAND,12,Theft,11,Theft:11; Burglary:1,December,Saturday,23,673753.29,56146.11,0,0.06666666666666667,0.061248316224744706,0.064,-33.722222,18.445833
BARBEQUE DOWNS,7,Theft,6,Theft:6; Hijack:1,December,Tuesday,18,1167640.45,166805.78,0,0.01904761904761905,0.1087387887430765,0.0639,-26.0094291,28.0757557
UMBILO,10,Theft,10,Theft:10,February,Saturday,12,870433.63,87043.36,0,0.047619047619047616,0.08016041404414571,0.0639,-29.8905556,30.9777778
MEREWENT,7,Theft,4,Theft:4; Hijack:3,December,Saturday,0,1159654.15,165664.88,0,0.01904761904761905,0.10797085389602934,0.0635,-29.9575859,30.97754
BROADACRES AH,8,Theft,6,Theft:6; Hijack:2,September,Wednesday,9,1056063.76,132007.97,0,0.02857142857142857,0.09800996208127095,0.0633,-25.9935427,27.9877527
LANGENHOVEN PARK,11,Theft,11,Theft:11,November,Monday,15,754384.61,68580.42,0,0.05714285714285714,0.06900154367568069,0.0631,-29.1002951,26.1598107
HONINGKLIP,6,Theft,4,Theft:4; Armed Robbery:1; Hijack:1,January,Saturday,14,1246188.46,249237.69,1,0.009523809523809525,0.1162916923461478,0.0629,-26.0334644,27.7519158
WESTRIDGE,10,Theft,10,Theft:10,September,Wednesday,7,844007.56,84400.76,0,0.047619047619047616,0.07761937501186451,0.0626,-29.7233333,31.0816667
MOKOPANE,15,Theft,15,Theft:15,October,Friday,0,345108.67,23007.24,0,0.09523809523809523,0.029646991957866426,0.0624,-24.183333,29.016667
GLENDINNINGVALE,7,Theft,7,Theft:7,December,Saturday,4,1130347.79,161478.26,0,0.01904761904761905,0.10515285618944323,0.0621,-33.9516523,25.5912349
DAN PIENAAR,13,Theft,13,Theft:13,January,Friday,3,529175.84,40705.83,0,0.0761904761904762,0.04734625119435297,0.0618,-29.0863889,26.2155556
CROFTDENE,8,Theft,8,Theft:8,September,Tuesday,20,1012287.85,126535.98,0,0.02857142857142857,0.09380062274388067,0.0612,-29.9236686,30.8917727
ELANDIA,7,Theft,7,Theft:7,June,Friday,12,1108528.69,158361.24,0,0.01904761904761905,0.10305480737820315,0.0611,-26.8577778,26.6577778
ELDORADO PARK,10,Theft,9,Theft:9; Hijack:1,February,Saturday,13,808764.68,80876.47,0,0.047619047619047616,0.07423054217784861,0.0609,-26.3085907,27.8805645
LYDENBURG,10,Theft,10,Theft:10,May,Friday,3,806069.44,80606.94,0,0.047619047619047616,0.07397137726829657,0.0608,-25.099437,30.458881
SHALLCROSS,10,Theft,9,Theft:9; Hijack:1,February,Saturday,15,804888.42,80488.84,0,0.047619047619047616,0.07385781449040699,0.0607,-29.8852778,30.87
ELSPARK,14,Theft,13,Theft:13; Burglary:1,October,Wednesday,6,407062.32,29075.88,0,0.08571428571428572,0.03560423958652587,0.0607,-26.2680556,28.2316667
SOUTH BEACH,10,Theft,10,Theft:10,July,Saturday,16,796801.0,79680.1,0,0.047619047619047616,0.07308015629566021,0.0603,-29.8620311,31.0374115
FLORIDA GLEN,9,Theft,9,Theft:9,March,Friday,12,892275.27,99141.7,0,0.0380952380952381,0.08226063022343512,0.0602,-26.1627778,27.9405556
KIMBERLEY,13,Theft,12,Theft:12; Hijack:1,October,Thursday,14,494055.27,38004.25,0,0.0761904761904762,0.04396917926477872,0.0601,-28.7383012,24.7642251
SANDHURST,11,Theft,10,Theft:10; Hijack:1,October,Thursday,13,686482.23,62407.48,0,0.05714285714285714,0.06247228684843432,0.0598,-26.1077778,28.0441667
ATHLONE,11,Theft,11,Theft:11,July,Wednesday,14,681617.45,61965.22,0,0.05714285714285714,0.06200450651395927,0.0596,-33.9666667,18.505
FONTAINEBLEAU,13,Theft,12,Theft:12; Burglary:1,March,Tuesday,16,482898.33,37146.03,0,0.0761904761904762,0.04289636669670411,0.0595,-26.1011111,27.9747222
VICTORY PARK,12,Theft,12,Theft:12,May,Thursday,0,578470.58,48205.88,0,0.06666666666666667,0.05208626204069347,0.0594,-26.1313889,28.0055556
MAROELANA,8,Theft,6,Theft:6; Stolen and recovered:2,September,Sunday,20,970525.39,121315.67,0,0.02857142857142857,0.08978488975959346,0.0592,-25.7794444,28.2641667
FLORACLIFFE,5,Theft,4,Theft:4; Armed Robbery:1,January,Tuesday,13,1266285.63,253257.13,0,0.0,0.1182241663541403,0.0591,-26.1563889,27.9208333
GERMISTON,9,Theft,7,Theft:7; Armed Robbery:1; Hijack:1,October,Saturday,21,867463.08,96384.79,0,0.0380952380952381,0.07987477628199102,0.059,-26.229444,28.180556
ST FRANCIS BAY,15,Theft,15,Theft:15,February,Friday,11,263658.49,17577.23,0,0.09523809523809523,0.02181502577574665,0.0585,-34.171676,24.832916
BRAMLEY,11,Theft,8,Theft:8; Hijack:3,November,Sunday,12,657994.77,59817.71,0,0.05714285714285714,0.05973303171929293,0.0584,-26.1247222,28.0788889
DAWN PARK,11,Theft,10,Theft:10; Armed Robbery:1,October,Friday,19,656285.03,59662.28,0,0.05714285714285714,0.059568629064072065,0.0584,-26.3016667,28.2436111
RANT-EN-DAL,10,Theft,10,Theft:10,August,Monday,13,754424.5,75442.45,0,0.047619047619047616,0.0690053793594202,0.0583,-26.0772222,27.7780556
BASSONIA,8,Theft,8,Theft:8,September,Tuesday,22,944673.71,118084.21,0,0.02857142857142857,0.08729908207309134,0.0579,-26.2755556,28.0611111
BREAUNANDA,9,Theft,9,Theft:9,August,Saturday,12,842736.65,93637.41,0,0.0380952380952381,0.07749716872403901,0.0578,-26.1172222,27.8405556
ANNLIN,9,Theft,8,Theft:8; Burglary:1,March,Thursday,13,835653.12,92850.35,0,0.0380952380952381,0.07681604110209846,0.0575,-25.655,28.1980556
BAYVIEW,8,Theft,8,Theft:8,July,Friday,11,916715.46,114589.43,0,0.02857142857142857,0.08461071393797794,0.0566,-29.9233216,30.9140541
KALK BAY,10,Theft,10,Theft:10,August,Saturday,9,716807.59,71680.76,0,0.047619047619047616,0.06538826805290321,0.0565,-34.1271725,18.4468316
JUKSKEI PARK,12,Theft,12,Theft:12,June,Monday,14,507659.61,42304.97,0,0.06666666666666667,0.04527732530951501,0.056,-26.0353132,27.9852242
DUDUZA,5,Hijack,4,Hijack:4; Theft:1,July,Sunday,20,1199978.61,239995.72,0,0.0,0.11184831379890793,0.0559,-26.3730556,28.4080556
SHERWOOD,13,Theft,13,Theft:13,March,Thursday,1,405830.53,31217.73,0,0.0761904761904762,0.03548579494191645,0.0558,-29.8288889,30.9772222
ZWARTKOP,9,Theft,9,Theft:9,February,Tuesday,17,801122.4,89013.6,0,0.0380952380952381,0.0734956870981632,0.0558,-25.8672222,28.1763889
KAGISO,8,Theft,7,Theft:7; Hijack:1,October,Tuesday,12,897238.06,112154.76,0,0.02857142857142857,0.08273783485882036,0.0557,-26.1577778,27.7813889
LYTTELTON AH,8,Theft,8,Theft:8,January,Sunday,11,896168.12,112021.02,0,0.02857142857142857,0.0826349531476087,0.0556,-25.8294444,28.2027778
MONTANA PARK,9,Theft,7,Theft:7; Stolen and recovered:2,November,Thursday,19,794959.82,88328.87,0,0.0380952380952381,0.07290311482693423,0.0555,-33.9616843,18.4227666
GUGULETU,10,Theft,8,Theft:8; Hijack:1; Armed Robbery:1,February,Thursday,10,684381.22,76042.36,1,0.047619047619047616,0.0622702610300961,0.0549,-33.9822222,18.5683333
RUSTENBURG OOS-EINDE,7,Theft,6,Theft:6; Hijack:1,October,Saturday,7,980944.66,140134.95,0,0.01904761904761905,0.09078677054466203,0.0549,-25.6567447,27.2491945
UMDLOTI BEACH,5,Theft,5,Theft:5,April,Friday,23,1177951.45,235590.29,0,0.0,0.10973025866129936,0.0549,-29.678043,31.1151176
NOORDHOEK,15,Theft,15,Theft:15,May,Monday,8,172078.52,11471.9,0,0.09523809523809523,0.01300901419910503,0.0541,-34.102778,18.38
LOEVENSTEIN,13,Theft,13,Theft:13,January,Friday,7,365218.82,28093.76,0,0.0761904761904762,0.03158071407753953,0.0539,-33.8855556,18.6063889
PIERRE VAN RYNEVELD,13,Theft,13,Theft:13,May,Friday,2,350472.29,26959.41,0,0.0761904761904762,0.030162739012737774,0.0532,-25.8369444,28.2416667
RANDFONTEIN,10,Theft,10,Theft:10,November,Friday,0,628460.55,62846.06,0,0.047619047619047616,0.05689312378716454,0.0523,-26.173611,27.694167
BRONKHORSTSPRUIT,9,Theft,9,Theft:9,December,Saturday,11,713269.67,79252.19,0,0.0380952380952381,0.06504807396376744,0.0516,-25.808056,28.741389
FRANKLIN ROOSEVELT PARK,10,Theft,6,Theft:6; Burglary:1; Attempted Theft:1; SOS:1; Armed Robbery:1,November,Tuesday,4,609480.14,60948.01,0,0.047619047619047616,0.05506803353883399,0.0513,-26.1491667,27.9863889
SPRINGFIELD,11,Theft,10,Theft:10; Hijack:1,December,Wednesday,7,500213.76,45473.98,0,0.05714285714285714,0.044561358255824815,0.0509,-29.8205556,30.995
MNANDI AH,10,Theft,9,Theft:9; Hijack:1,July,Friday,2,596771.04,59677.1,0,0.047619047619047616,0.053845970660579105,0.0507,-25.8853513,28.0753563
SEBENZA,5,Theft,5,Theft:5,November,Saturday,9,1084704.68,216940.94,0,0.0,0.10076397339057434,0.0504,-33.9842348,18.57204
LANGEBERG RIDGE,10,Theft,10,Theft:10,September,Saturday,19,585866.98,58586.7,0,0.047619047619047616,0.05279747415427543,0.0502,-33.8421531,18.6914125
ESCOMBE,10,Theft,9,Theft:9; Burglary:1,October,Tuesday,9,584911.37,58491.14,0,0.047619047619047616,0.05270558601844448,0.0502,-29.8758002,30.9088069
OVERPORT,7,Theft,6,Theft:6; Armed Robbery:1,January,Sunday,18,883612.42,126230.35,0,0.01904761904761905,0.0814276406801244,0.0502,-29.8344444,31.0016667
SALT ROCK,12,Theft,9,Theft:9; Attempted Hijack:2; Armed Robbery:1,March,Monday,4,383245.31,31937.11,0,0.06666666666666667,0.03331407869456457,0.05,-29.502072,31.237079
BAYSWATER,10,Theft,9,Theft:9; Burglary:1,October,Saturday,13,580241.24,58024.12,0,0.047619047619047616,0.05225652255135204,0.0499,-29.0819444,26.24
HELDERVUE,12,Theft,12,Theft:12,March,Sunday,0,379385.97,31615.5,0,0.06666666666666667,0.03294297797550781,0.0498,-34.06,18.8216667
VIERLANDEN,11,Theft,9,Theft:9; Burglary:2,February,Monday,2,475988.67,43271.7,0,0.05714285714285714,0.04223195780957892,0.0497,-33.8134647,18.6576526
WELGEMOED,10,Theft,10,Theft:10,June,Friday,11,553846.83,55384.68,0,0.047619047619047616,0.0497185278346184,0.0487,-33.8747222,18.6163889
YELLOW WOOD PARK,11,Theft,11,Theft:11,September,Sunday,13,451517.43,41047.04,0,0.05714285714285714,0.039878888434968125,0.0485,-25.8529761,28.2436276
KEW,12,Theft,9,Theft:9; Hijack:3,August,Tuesday,18,352079.11,29339.93,0,0.06666666666666667,0.030317245238515957,0.0485,-26.1202778,28.0966667
DOBSONVILLE,5,Theft,3,Theft:3; Hijack:1; Attempted Hijack:1,April,Sunday,23,1045748.27,209149.65,0,0.0,0.09701806042025565,0.0485,-26.2238889,27.8666667
SUIDEROORD,10,Theft,10,Theft:10,September,Saturday,4,545032.83,54503.28,0,0.047619047619047616,0.048871004232715946,0.0482,-26.2726206,28.0281057
WALKERVILLE,11,Theft,11,Theft:11,July,Friday,23,437000.76,39727.34,0,0.05714285714285714,0.03848301590875649,0.0478,-26.4416667,27.9616667
HOWICK,11,Theft,11,Theft:11,August,Saturday,23,430745.61,39158.69,0,0.05714285714285714,0.0378815424281075,0.0475,-29.4836175,30.2242434
ALLEN'S NEK,10,Theft,9,Theft:9; Armed Robbery:1,October,Sunday,7,530220.16,53022.02,0,0.047619047619047616,0.047446669375421587,0.0475,-26.1172222,27.9194444
ALBEMARLE,5,Theft,5,Theft:5,June,Monday,13,1021675.63,204335.13,0,0.0,0.0947033190360826,0.0474,-33.9031645,18.3992763
NEWCASTLE,10,Theft,10,Theft:10,March,Friday,7,515365.76,51536.58,0,0.047619047619047616,0.046018321906383705,0.0468,-27.7544581,29.932561
EASTLEIGH,9,Theft,8,Theft:8; Hijack:1,March,Friday,13,604085.66,67120.63,0,0.0380952380952381,0.05454931909363422,0.0463,-26.1327235,28.1401302
DISCOVERY,10,Theft,10,Theft:10,September,Wednesday,5,497862.39,49786.24,0,0.047619047619047616,0.04433525869015595,0.046,-26.1605556,27.8925
MODELPARK,7,Theft,7,Theft:7,December,Tuesday,17,791938.8,113134.11,0,0.01904761904761905,0.07261262404501691,0.0458,-25.865,29.2463889
MALANSHOF,9,Theft,9,Theft:9,September,Wednesday,11,593852.79,65983.64,0,0.0380952380952381,0.053565361884625864,0.0458,-26.0927778,27.9775
LINKSFIELD,6,Theft,5,Theft:5; Hijack:1,January,Wednesday,18,877020.44,146170.07,0,0.009523809523809525,0.08079377879752069,0.0452,-26.1636111,28.1011111
ST JAMES,6,Theft,6,Theft:6,March,Wednesday,23,852477.85,142079.64,0,0.009523809523809525,0.07843384865492763,0.044,-34.1190998,18.4567553
EERSTERUST,12,Theft,12,Theft:12,October,Sunday,9,253942.36,21161.86,0,0.06666666666666667,0.02088075648891291,0.0438,-25.7027778,28.3161111
UITENHAGE,10,Theft,8,Theft:8; Hijack:1; Armed Robbery:1,December,Wednesday,1,450816.16,45081.62,0,0.047619047619047616,0.03981145674943305,0.0437,-33.7678979,25.3978174
GROSVENOR,9,Theft,9,Theft:9,December,Monday,13,531615.95,59068.44,0,0.0380952380952381,0.047580883689955215,0.0428,-29.915,31.0069444
CLAYVILLE,6,Theft,5,Theft:5; Hijack:1,May,Wednesday,13,828854.04,138142.34,0,0.009523809523809525,0.07616226520338924,0.0428,-25.9547222,28.2225
BOSTON,12,Theft,11,Theft:11; Burglary:1,August,Wednesday,20,233895.52,19491.29,0,0.06666666666666667,0.018953122038769695,0.0428,-29.6827587,30.0257348
KANONKOP,11,Theft,11,Theft:11,October,Saturday,14,326705.26,29700.48,0,0.05714285714285714,0.027877384023842402,0.0425,-33.8629301,18.9069296
EVERSDAL,11,Theft,11,Theft:11,September,Monday,18,319524.93,29047.72,0,0.05714285714285714,0.027186948450385596,0.0422,-33.8616667,18.6486111
BENONI AH,9,Theft,9,Theft:9,March,Thursday,2,514902.91,57211.43,0,0.0380952380952381,0.04597381585928357,0.042,-26.1930356,28.3082376
PORT ALFRED,7,Theft,6,Theft:6; Burglary:1,April,Friday,4,709092.86,101298.98,0,0.01904761904761905,0.06464644643305921,0.0418,-33.5981844,26.8914772
ORLANDO WEST,5,Theft,4,Theft:4; Hijack:1,December,Saturday,19,905087.72,181017.54,0,0.0,0.08349263087843797,0.0417,-26.2205556,27.9147222
KRUGERSDORP WEST,7,Theft,7,Theft:7,November,Wednesday,9,704053.82,100579.12,0,0.01904761904761905,0.06416190986272445,0.0416,-26.0966667,27.7516667
PROTEA HEIGHTS,12,Theft,11,Theft:11; Burglary:1,April,Thursday,2,207481.48,17290.12,0,0.06666666666666667,0.016413239769471347,0.0415,-33.8824588,18.7140689
AMALINDA,10,Theft,9,Theft:9; Burglary:1,September,Tuesday,7,389516.76,38951.68,0,0.047619047619047616,0.03391711952655359,0.0408,-32.9903609,27.8612765
ASHLEY,9,Theft,9,Theft:9,January,Sunday,0,489965.57,54440.62,0,0.0380952380952381,0.04357592792886988,0.0408,-29.825,30.8494444
BENMORE GARDENS,5,Theft,5,Theft:5,June,Wednesday,14,884337.11,176867.42,0,0.0,0.08149732435144987,0.0407,-26.0996569,28.0492199
BERGVLIET,11,Theft,11,Theft:11,October,Thursday,1,288519.28,26229.03,0,0.05714285714285714,0.024205552924253648,0.0407,-34.0447957,18.4528321
HEUWELOORD,11,Theft,11,Theft:11,February,Tuesday,10,283878.27,25807.12,0,0.05714285714285714,0.023759289535137996,0.0405,-25.8822222,28.1130556
NAHOON,10,Theft,8,Theft:8; Armed Robbery:1; Burglary:1,August,Saturday,8,377533.56,41948.17,1,0.047619047619047616,0.03276485666901812,0.0402,-32.8677267,27.7406592
LAKESIDE,10,Theft,10,Theft:10,February,Friday,0,378069.2,37806.92,0,0.047619047619047616,0.032816361949494985,0.0402,-26.0987924,28.1482736
FLORENTIA,6,Theft,6,Theft:6,December,Sunday,12,772049.93,128674.99,0,0.009523809523809525,0.07070017944095862,0.0401,-26.2415836,28.2918
RASLOUW AH,5,Theft,4,Theft:4; Burglary:1,April,Saturday,20,863715.11,172743.02,0,0.0,0.07951438451500414,0.0398,-25.8528948,28.1186786
OAKDENE,8,Theft,5,Theft:5; Attempted Theft:1; Burglary:1; Hijack:1,January,Saturday,14,561039.43,70129.93,0,0.02857142857142857,0.05041014324862382,0.0395,-26.2636111,28.0525
FLAMWOOD,11,Theft,10,Theft:10; Burglary:1,November,Wednesday,8,251702.47,22882.04,0,0.05714285714285714,0.020665376452531553,0.0389,-26.8525,26.6686111
IMPALA PARK,9,Theft,6,Theft:6; Armed Robbery:1; Hijack:1; Accidental Loss:1,October,Wednesday,12,443256.06,49250.67,0,0.0380952380952381,0.039084503812884065,0.0386,-26.1611111,28.2666667
RIDGEWAY,11,Theft,9,Theft:9; Armed Robbery:1; Burglary:1,September,Wednesday,12,244734.36,22248.58,0,0.05714285714285714,0.019995347216582773,0.0386,-26.2644444,28.0027778
PROTEA GLEN,10,Theft,9,Theft:9; Armed Robbery:1,June,Friday,0,341242.85,34124.28,0,0.047619047619047616,0.029275268144534614,0.0384,-26.2722222,27.8169444
STANDERTON,6,Theft,6,Theft:6,October,Tuesday,2,735676.15,122612.69,0,0.009523809523809525,0.0672026031940324,0.0384,-26.9433333,29.2436111
ROUXVILLE,9,Theft,9,Theft:9,September,Saturday,16,437320.63,48591.18,0,0.0380952380952381,0.03851377349606538,0.0383,-30.418428,26.837205
RIDGEWORTH,7,Theft,7,Theft:7,April,Thursday,20,632336.57,90333.8,0,0.01904761904761905,0.057265828397040405,0.0382,-33.8738889,18.6447222
HORIZON VIEW,5,Theft,5,Theft:5,February,Sunday,14,820432.01,164086.4,0,0.0,0.07535243207417089,0.0377,-26.1441667,27.8675
CHARLO,9,Theft,7,Theft:7; Burglary:2,August,Saturday,0,425267.8,47251.98,0,0.0380952380952381,0.037354815259768796,0.0377,-33.9868155,25.548487
MILL PARK,8,Theft,8,Theft:8,October,Saturday,13,517191.33,64648.92,0,0.02857142857142857,0.046193862371771165,0.0374,-33.9634718,25.5889933
KLOOFENDAL,8,Theft,7,Theft:7; Armed Robbery:1,January,Friday,3,516676.0,64584.5,0,0.02857142857142857,0.04614431003029528,0.0374,-26.1366667,27.8905556
WATERKLOOF HEIGHTS,6,Theft,6,Theft:6,August,Tuesday,1,706657.19,117776.2,0,0.009523809523809525,0.0644122408724232,0.037,-25.7969444,28.2572222
CROSSMOOR,8,Theft,5,Theft:5; Hijack:3,April,Thursday,21,504125.55,63015.69,0,0.02857142857142857,0.044937502384561595,0.0368,-29.8934703,30.8635935
ROBIN HILLS,6,Theft,6,Theft:6,August,Wednesday,11,698168.08,116361.35,0,0.009523809523809525,0.06359595756357975,0.0366,-26.1116667,27.9822222
DENNEOORD,5,Theft,5,Theft:5,May,Wednesday,4,794592.96,158918.59,0,0.0,0.07286783884456596,0.0364,-26.2611111,28.3591667
PETERVALE,8,Theft,7,Theft:7; Burglary:1,July,Monday,22,496485.37,62060.67,0,0.02857142857142857,0.044202849233576445,0.0364,-26.0408333,28.0458333
OAKDALE,10,Theft,9,Theft:9; Attempted Theft:1,November,Friday,5,290668.32,29066.83,0,0.047619047619047616,0.024412197140436135,0.036,-33.8913889,18.6363889
CARLETONVILLE,10,Theft,9,Theft:9; Hijack:1,November,Sunday,0,291100.65,29110.06,0,0.047619047619047616,0.02445376849042598,0.036,-26.361436,27.401916
MURRAYFIELD,5,Theft,5,Theft:5,March,Friday,14,786401.61,157280.32,0,0.0,0.07208018710228735,0.036,-25.7469444,28.3077778
PARKWOOD,8,Theft,7,Theft:7; Armed Robbery:1,October,Thursday,20,483461.45,60432.68,0,0.02857142857142857,0.04295051435845851,0.0358,-34.0333338,18.4955569
CULLINAN,10,Theft,10,Theft:10,June,Sunday,9,284112.36,28411.24,0,0.047619047619047616,0.023781798815824328,0.0357,-25.670556,28.528889
SILVER LAKES GOLF ESTATE,9,Theft,9,Theft:9,July,Friday,17,382812.96,42534.77,0,0.0380952380952381,0.03327250542144425,0.0357,-25.7737847,28.3701288
CAPE TOWN,10,Theft,10,Theft:10,October,Saturday,19,282582.74,28258.27,0,0.047619047619047616,0.023634715873693396,0.0356,-33.9288301,18.4172197
RETREAT,10,Theft,10,Theft:10,November,Wednesday,3,280786.96,28078.7,0,0.047619047619047616,0.023462039911153757,0.0355,-34.0541667,18.4763889
HAZEL PARK,5,Theft,3,Theft:3; Burglary:1; Armed Robbery:1,September,Saturday,17,773260.8,154652.16,0,0.0,0.07081661249108746,0.0354,-33.8693693,18.7149911
BAYSVILLE,8,Theft,8,Theft:8,December,Monday,18,469017.25,58627.16,0,0.02857142857142857,0.04156161029553594,0.0351,-32.9953858,27.9119935
NEW GERMANY,8,Theft,8,Theft:8,May,Wednesday,2,467596.02,58449.5,0,0.02857142857142857,0.04142494975903358,0.035,-29.805,30.8797222
ROBERTSHAM,6,Theft,6,Theft:6,August,Friday,14,664634.78,110772.46,0,0.009523809523809525,0.0603715119997409,0.0349,-26.2427778,28.0163889
RIETFONTEIN,8,Theft,7,Theft:7; Burglary:1,June,Wednesday,20,464444.36,58055.54,0,0.02857142857142857,0.041121897088830274,0.0348,-26.7452865,20.0271929
RAVENSWOOD,7,Theft,7,Theft:7,June,Thursday,3,560188.27,80026.9,0,0.01904761904761905,0.050328298661717154,0.0347,-26.1963889,28.2561111
WITFIELD,10,Theft,9,Theft:9; Burglary:1,April,Sunday,2,263941.79,26394.18,0,0.047619047619047616,0.021842266918975485,0.0347,-26.1875,28.2038889
SHARONLEA,6,Theft,6,Theft:6,July,Wednesday,1,656333.71,109388.95,0,0.009523809523809525,0.05957330996365688,0.0345,-26.0641667,27.9655556
PAROW NORTH,10,Theft,8,Theft:8; Burglary:1; Armed Robbery:1,May,Wednesday,20,256589.95,25659.0,0,0.047619047619047616,0.02113533954009977,0.0344,-33.8903948,18.5859247
LEPHALALE,10,Theft,10,Theft:10,February,Friday,3,257212.47,25721.25,0,0.047619047619047616,0.0211951988993755,0.0344,-23.683333,27.733333
BERARIO,9,Theft,8,Theft:8; Armed Robbery:1,December,Monday,14,354032.9,39336.99,0,0.0380952380952381,0.030505114893401485,0.0343,-26.1333333,27.9541667
REDFERN,8,Theft,8,Theft:8,December,Friday,19,452585.71,56573.21,0,0.02857142857142857,0.03998161052635006,0.0343,-29.7146138,30.9839988
FYNNLANDS,9,Theft,8,Theft:8; Burglary:1,August,Monday,13,349205.5,38800.61,0,0.0380952380952381,0.03004092888979087,0.0341,-29.8947944,31.0284505
MARIANNHILL,5,Hijack,3,Hijack:3; Theft:2,February,Friday,10,746527.52,149305.5,0,0.0,0.06824603321309029,0.0341,-29.8452778,30.8247222
BEREA WEST,9,Theft,7,Theft:7; Burglary:1; Armed Robbery:1,February,Wednesday,0,348653.36,38739.26,0,0.0380952380952381,0.029987837026669198,0.034,-29.8388889,30.9444444
HARTSWATER,10,Theft,10,Theft:10,January,Sunday,12,247502.1,24750.21,0,0.047619047619047616,0.02026148347411959,0.0339,-27.7516667,24.81
LINDHAVEN,10,Theft,8,Theft:8; Stolen and recovered:1; Attempted Theft:1,September,Wednesday,18,242423.17,24242.32,0,0.047619047619047616,0.01977311122004534,0.0337,-26.1430556,27.8513889
SANDTON,6,Theft,6,Theft:6,January,Thursday,19,635997.69,105999.62,0,0.009523809523809525,0.05761786896992413,0.0336,-26.0682406,28.0479844
VALMARY PARK,6,Theft,5,Theft:5; Burglary:1,October,Sunday,18,631494.03,105249.0,0,0.009523809523809525,0.05718481267937001,0.0334,-33.8458322,18.6509295
KILNER PARK,7,Theft,7,Theft:7,December,Sunday,13,531286.44,75898.06,0,0.01904761904761905,0.047549199153755654,0.0333,-25.7152778,28.2627778
